iter,loss,validate_loss
0,0.12354703,0.08567767
1,0.123285435,0.08521299
2,0.123065494,0.08475063
3,0.12286535,0.08426528
4,0.12266972,0.08375228
5,0.12248483,0.08322818
6,0.12232382,0.082713224
7,0.1221998,0.082228854
8,0.122124866,0.081812724
9,0.12210367,0.0814993
10,0.12211928,0.081299454
11,0.12212946,0.081192866
12,0.12209881,0.08115471
13,0.12201682,0.08116609
14,0.12189304,0.081215665
15,0.121743344,0.081288055
16,0.12158241,0.081366956
17,0.12141735,0.08142843
18,0.12124505,0.08144174
19,0.12105503,0.0813826
20,0.120828874,0.08121992
21,0.120545976,0.08092771
22,0.12018467,0.08048391
23,0.11972332,0.07986985
24,0.11913299,0.07906554
25,0.118382394,0.0780509
26,0.11742775,0.076792546
27,0.11620548,0.075235575
28,0.11462718,0.07330339
29,0.11258234,0.070903555
30,0.10994952,0.06794104
31,0.10660379,0.06433066
32,0.10242495,0.06002085
33,0.09731663,0.05503322
34,0.0912429,0.049532175
35,0.08429378,0.043938193
36,0.07680132,0.03912257
37,0.06953463,0.03670057
38,0.063999064,0.039097324
39,0.06260874,0.047258496
40,0.06685285,0.054696813
41,0.071749896,0.055417534
42,0.07193115,0.05097369
43,0.06839719,0.044951774
44,0.064057544,0.039830483
45,0.06085706,0.036510456
46,0.05934725,0.034803655
47,0.059158813,0.0341434
48,0.059629135,0.03397364
49,0.06018756,0.033913963
50,0.060473222,0.033764046
51,0.060317144,0.033462185
52,0.05968806,0.033048812
53,0.058652192,0.0326349
54,0.057344094,0.032383095
55,0.055949796,0.032466963
56,0.054687273,0.03302987
57,0.053762417,0.034077674
58,0.053286906,0.035413258
59,0.053206574,0.036625884
60,0.053273674,0.037272282
61,0.05317738,0.037101954
62,0.052726623,0.036183134
63,0.05195616,0.034833394
64,0.05106801,0.03341917
65,0.050278958,0.032202262
66,0.04970704,0.03129231
67,0.049346056,0.030678416
68,0.049106892,0.030297859
69,0.04888293,0.030083265
70,0.048592377,0.029995883
71,0.04819977,0.030029016
72,0.047719125,0.030203829
73,0.04720198,0.030543692
74,0.046716455,0.031041604
75,0.046318825,0.031636454
76,0.04602675,0.032206368
77,0.045808975,0.032597337
78,0.045599166,0.032702833
79,0.045339394,0.032502994
80,0.045016237,0.032077506
81,0.04466588,0.031557042
82,0.044341195,0.031061063
83,0.044073954,0.030664997
84,0.043861646,0.030404914
85,0.043678194,0.03028981
86,0.04349475,0.03031764
87,0.04329605,0.030482505
88,0.04308484,0.0307728
89,0.04287844,0.031161152
90,0.042697325,0.031595
91,0.042551536,0.03199255
92,0.042434316,0.032262534
93,0.04232399,0.032347634
94,0.042201832,0.0322564
95,0.042070247,0.03205727
96,0.041944526,0.031834774
97,0.041838072,0.031664327
98,0.04174709,0.031583823
99,0.041657843,0.031604655
100,0.041559037,0.031720363
101,0.041449796,0.03190753
102,0.041337486,0.032123428
103,0.041229695,0.032297276
104,0.04112383,0.03236293
105,0.04100968,0.03228535
106,0.04087681,0.03207941
107,0.040726803,0.031803187
108,0.040567093,0.031524494
109,0.040399507,0.03129682
110,0.040217537,0.031148538
111,0.040014915,0.03107753
112,0.039791446,0.03103353
113,0.039553083,0.030949721
114,0.039298855,0.030767456
115,0.039021555,0.030466309
116,0.038715564,0.03006922
117,0.038381413,0.029628139
118,0.03802194,0.029199343
119,0.03763376,0.028821317
120,0.037210163,0.02849985
121,0.03674894,0.028199308
122,0.03625276,0.02783806
123,0.035721004,0.027357368
124,0.035148002,0.026738765
125,0.034527708,0.02602132
126,0.033861328,0.025286848
127,0.03314664,0.024582494
128,0.032377884,0.023899464
129,0.031555172,0.023177966
130,0.030678853,0.022357242
131,0.029745955,0.02144793
132,0.028756704,0.020526573
133,0.027714076,0.019650832
134,0.026618738,0.018820483
135,0.025479829,0.017949967
136,0.024305794,0.016973885
137,0.02309002,0.01598629
138,0.021835286,0.015113619
139,0.020525014,0.014203443
140,0.019168502,0.013190023
141,0.017774632,0.012234572
142,0.0163595,0.011338336
143,0.014942825,0.010385024
144,0.013551977,0.0094645005
145,0.012219739,0.00863659
146,0.010962444,0.0077758287
147,0.009795776,0.0069955266
148,0.0087351315,0.006285243
149,0.007789148,0.005603412
150,0.0069687604,0.0050490964
151,0.0062774513,0.004547619
152,0.0057094516,0.0041399603
153,0.005241304,0.0037891553
154,0.004830273,0.0034875069
155,0.004436476,0.0031829712
156,0.004014714,0.0028526478
157,0.0035486107,0.0025496003
158,0.003110245,0.00235544
159,0.0028259773,0.0022782686
160,0.0026813813,0.002145536
161,0.0024595072,0.0019684124
162,0.0021876476,0.0017443011
163,0.0019868168,0.0017254109
164,0.0018505319,0.0015173806
165,0.0017328463,0.0014596533
166,0.0015982363,0.0013531826
167,0.0014698127,0.0011410979
168,0.0013622083,0.0011956535
169,0.0012851676,0.0010244651
170,0.0012312176,0.0010313627
171,0.0011764702,0.0009973776
172,0.0011229961,0.00085160247
173,0.0010647895,0.0008912797
174,0.0010063628,0.0007971773
175,0.0009700499,0.0007585582
176,0.00095574185,0.0008033022
177,0.0009384032,0.00065789843
178,0.0009025939,0.00069935864
179,0.0008569906,0.00065782835
180,0.00083065475,0.0006221401
181,0.0008238319,0.00068871246
182,0.0008099623,0.00063645246
183,0.0007807074,0.00061577454
184,0.00075543695,0.0006708026
185,0.00073795096,0.00061151775
186,0.0007236731,0.00060950464
187,0.00071574375,0.0006464704
188,0.00070713717,0.0005698293
189,0.0006868659,0.0005686993
190,0.0006678036,0.00057394983
191,0.00065879826,0.0005192273
192,0.000650519,0.00051890867
193,0.00063846377,0.0005078472
194,0.0006281832,0.00045819714
195,0.0006200001,0.00047728018
196,0.0006116459,0.0004569605
197,0.00060314767,0.00043324218
198,0.00059453194,0.00045664154
199,0.00058640173,0.00042795634
200,0.00057843653,0.0004387685
201,0.0005711419,0.0004510468
202,0.0005644574,0.00042685997
203,0.00055705843,0.00044798185
204,0.0005494843,0.00043953612
205,0.0005435234,0.00043698042
206,0.0005378455,0.00045651122
207,0.0005313688,0.00043399286
208,0.0005241032,0.0004520219
209,0.00051757356,0.00044493057
210,0.00051188277,0.00043215766
211,0.0005073653,0.000452807
212,0.00050319853,0.00041091628
213,0.0004986946,0.00044528372
214,0.00049355376,0.00040978086
215,0.00048812156,0.00042031883
216,0.00048262163,0.00042088007
217,0.00047824866,0.00040067258
218,0.00047504195,0.00043039586
219,0.00047198404,0.0003897512
220,0.0004685699,0.00043279654
221,0.00046455325,0.00039196826
222,0.00045976572,0.0004179194
223,0.00045534596,0.00040159645
224,0.00045108862,0.00040279038
225,0.00044740635,0.0004098435
226,0.000444667,0.0003861193
227,0.00044219373,0.0004129129
228,0.00043961577,0.00037491138
229,0.00043837682,0.00042344115
230,0.000437472,0.00036067533
231,0.00043715347,0.00043872767
232,0.00043660824,0.0003562141
233,0.0004342954,0.00044202755
234,0.0004308409,0.00036979324
235,0.00042353384,0.00041731246
236,0.00041821785,0.00039985173
237,0.00041384288,0.0003861661
238,0.00041175712,0.00042866718
239,0.0004104115,0.000378109
240,0.00040853038,0.0004351987
241,0.00040624273,0.0003843912
242,0.00040237844,0.00041707835
243,0.00039806112,0.0004075586
244,0.00039520167,0.00039317925
245,0.0003936208,0.00042362444
246,0.00039304598,0.000379788
247,0.00039119975,0.00041993492
248,0.00038748063,0.0003987033
249,0.00038343202,0.0003926975
250,0.00038113233,0.00042434878
251,0.0003808235,0.00037465448
252,0.0003809953,0.00043573175
253,0.00037914692,0.00038007705
254,0.00037553214,0.0004241758
255,0.0003712332,0.0004046494
256,0.0003675893,0.00040613988
257,0.00036548957,0.00043013462
258,0.0003642516,0.00039399505
259,0.00036312,0.00043730068
260,0.00036165348,0.0003953848
261,0.00035944066,0.00042038347
262,0.00035719492,0.0004025726
263,0.00035533978,0.00040334853
264,0.00035374428,0.00040659512
265,0.00035197532,0.0003893192
266,0.00035058137,0.00041844128
267,0.00034995147,0.00037160798
268,0.00034980458,0.00043233696
269,0.00035008095,0.00036057844
270,0.0003498122,0.00043495803
271,0.00034915018,0.0003616677
272,0.0003473723,0.00042542035
273,0.00034402774,0.000377102
274,0.0003401363,0.00040368235
275,0.0003371159,0.0004042515
276,0.00033566437,0.00037823227
277,0.0003359111,0.00042700997
278,0.0003370713,0.0003575073
279,0.00033784343,0.0004386328
280,0.00033887796,0.00035385325
281,0.0003360837,0.00041603332
282,0.0003326567,0.00037695744
283,0.0003288022,0.0003826361
284,0.00032683316,0.00039650835
285,0.00032668066,0.00035947867
286,0.00032758844,0.0004152391
287,0.00032867806,0.0003474579
288,0.00032795404,0.00041794835
289,0.0003271824,0.00035369504
290,0.000324571,0.0004006857
291,0.00032217454,0.00036600273
292,0.0003205285,0.0003849104
293,0.00031901093,0.00037350119
294,0.00031791095,0.00037539922
295,0.00031713134,0.00037510932
296,0.00031636693,0.00037068024
297,0.0003154472,0.00038032106
298,0.00031483694,0.0003634537
299,0.00031443484,0.0003838633
300,0.0003139689,0.00035567756
301,0.00031372032,0.00039145446
302,0.00031410425,0.00034100085
303,0.0003153414,0.00040726844
304,0.00031756866,0.0003201727
305,0.00032054834,0.00043040735
306,0.00032560807,0.00030993798
307,0.00032489066,0.0004244439
308,0.00032175292,0.00033148495
309,0.00031353044,0.00037665822
310,0.0003076882,0.00038033328
311,0.00030728028,0.0003294429
312,0.0003111346,0.00041229188
313,0.000315939,0.00031547304
314,0.0003158153,0.00039991093
315,0.00031168436,0.0003386229
316,0.00030579002,0.00035630225
317,0.0003033582,0.00038154222
318,0.00030559488,0.00032033733
319,0.00030909255,0.00040577672
320,0.00031165153,0.00032199777
321,0.00030824935,0.0003804066
322,0.0003033952,0.0003623899
323,0.00030105028,0.00033466276
324,0.00030348997,0.00039938078
325,0.00030723575,0.00032134965
326,0.00030685088,0.00038832173
327,0.0003034953,0.0003497951
328,0.00029956352,0.00034631707
329,0.00029932245,0.000382683
330,0.00030142054,0.0003244789
331,0.0003027354,0.00038593425
332,0.00030201595,0.00033522345
333,0.00029905024,0.0003572031
334,0.0002970049,0.00036476157
335,0.00029710794,0.0003322476
336,0.00029795532,0.0003767852
337,0.0002982462,0.00033103858
338,0.00029712348,0.00036379095
339,0.00029564297,0.00034897018
340,0.00029460405,0.00034232586
341,0.00029443792,0.0003672851
342,0.00029499902,0.00032889767
343,0.00029547443,0.00037397194
344,0.0002957331,0.00032939712
345,0.00029475213,0.00036398548
346,0.00029344048,0.00034381027
347,0.00029222018,0.00034352124
348,0.00029177353,0.00036092452
349,0.00029222426,0.00032462098
350,0.0002929002,0.00037082605
351,0.0002934906,0.00032254652
352,0.00029252775,0.0003617233
353,0.0002912364,0.0003380241
354,0.00028985552,0.00034089934
355,0.0002892874,0.0003531301
356,0.00028925054,0.00032601794
357,0.00028957808,0.00036296103
358,0.00029004176,0.00031871433
359,0.00028994118,0.0003652542
360,0.00029005614,0.00032023364
361,0.00028894504,0.00035806914
362,0.00028790304,0.00033004978
363,0.00028671062,0.00034387223
364,0.00028587694,0.00034184702
365,0.00028538547,0.00033163265
366,0.00028525994,0.00035327417
367,0.00028568722,0.00031967091
368,0.0002860326,0.00036456352
369,0.0002870267,0.0003118335
370,0.00028686394,0.0003676091
371,0.00028696525,0.00031660113
372,0.00028513544,0.0003559536
373,0.00028392306,0.000330754
374,0.0002824685,0.00033440243
375,0.00028178055,0.0003458956
376,0.00028185576,0.00031340588
377,0.0002826187,0.00036229737
378,0.0002845579,0.00029756536
379,0.0002859979,0.00037273244
380,0.0002873826,0.00029809677
381,0.0002853331,0.0003615411
382,0.0002827518,0.00031881512
383,0.00027972856,0.00033458148
384,0.00027844385,0.00034466962
385,0.0002785595,0.00031433257
386,0.0002790499,0.0003565213
387,0.00027988217,0.00030684556
388,0.00027940894,0.0003510356
389,0.00027861222,0.00031159158
390,0.0002770907,0.00033577785
391,0.00027595725,0.00032105154
392,0.00027513658,0.0003254283
393,0.0002745602,0.00032874197
394,0.00027429423,0.00031571466
395,0.00027418468,0.00033707742
396,0.00027430698,0.00030577174
397,0.00027449467,0.00034978823
398,0.0002756754,0.0002958628
399,0.00027642061,0.00036066648
400,0.0002777067,0.00029755034
401,0.000275759,0.00035264785
402,0.00027414935,0.0003107567
403,0.00027161193,0.0003318204
404,0.0002701939,0.00032751597
405,0.00026957848,0.00031126858
406,0.000269715,0.00033821882
407,0.00027013893,0.00029817753
408,0.0002704504,0.00034257345
409,0.0002704587,0.00029449648
410,0.0002699014,0.00034377156
411,0.00026993,0.00029542603
412,0.0002690481,0.0003429167
413,0.00026872547,0.00029916439
414,0.00026738792,0.00033612121
415,0.00026637333,0.0003086508
416,0.00026512917,0.0003228595
417,0.0002642296,0.0003172491
418,0.00026367197,0.0003094284
419,0.0002633933,0.00032282592
420,0.0002632647,0.0002987728
421,0.00026329514,0.00033152848
422,0.00026385486,0.00028580305
423,0.00026491057,0.00034832477
424,0.00026742576,0.0002758369
425,0.00026855795,0.00035884627
426,0.00027049583,0.0002754216
427,0.00026898933,0.00035760415
428,0.00026821948,0.000287859
429,0.00026381284,0.00033294834
430,0.00026039948,0.00031524303
431,0.00025856416,0.0003003517
432,0.00025922517,0.00034144003
433,0.00026139372,0.0002804416
434,0.00026280276,0.00035028628
435,0.00026371886,0.00028035056
436,0.00026134856,0.00033524082
437,0.00025877115,0.00029770815
438,0.00025588853,0.00030507724
439,0.0002549404,0.00031824294
440,0.00025505942,0.00028677846
441,0.00025582168,0.00033621312
442,0.00025768686,0.0002763276
443,0.00025799754,0.00034226687
444,0.00025855761,0.00027962582
445,0.0002561382,0.00033113256
446,0.00025431273,0.00029737933
447,0.0002520182,0.00030843265
448,0.00025092758,0.00031765096
449,0.00025085107,0.00028985672
450,0.00025105427,0.00032686332
451,0.00025146376,0.00028009273
452,0.00025121443,0.0003294633
453,0.00025146047,0.00027793788
454,0.0002505452,0.00032438635
455,0.00024992946,0.00028349765
456,0.00024821007,0.00031126157
457,0.00024682385,0.00029517803
458,0.00024572643,0.00029617813
459,0.00024518243,0.00030747557
460,0.00024503507,0.0002842836
461,0.00024515318,0.0003189954
462,0.0002457563,0.0002734733
463,0.00024620956,0.00032926156
464,0.00024704915,0.00026987944
465,0.0002461352,0.00032538938
466,0.00024504823,0.00027871816
467,0.00024284181,0.00030621726
468,0.0002410055,0.00029667956
469,0.00024005216,0.0002852292
470,0.00024005078,0.00031309584
471,0.00024068255,0.00026920688
472,0.00024143659,0.00032802374
473,0.00024321718,0.00026168593
474,0.00024304964,0.0003284309
475,0.00024256956,0.00026801685
476,0.0002399718,0.0003109972
477,0.00023732726,0.00028687238
478,0.00023546816,0.00028497636
479,0.00023504149,0.00030807368
480,0.00023569103,0.00026849046
481,0.00023635961,0.0003175769
482,0.00023669697,0.00026531314
483,0.0002356559,0.00030964916
484,0.00023428317,0.00027284626
485,0.0002324573,0.0002919815
486,0.000231162,0.0002842569
487,0.00023039588,0.00027652926
488,0.00023009343,0.00029728535
489,0.00023031881,0.00026337983
490,0.00023090608,0.0003161547
491,0.00023312999,0.00025171816
492,0.00023457785,0.00032835852
493,0.00023650465,0.0002488205
494,0.00023472442,0.0003248989
495,0.00023399468,0.00025856087
496,0.00023019547,0.00030312932
497,0.00022684668,0.00028118974
498,0.00022473713,0.00027215356
499,0.00022470247,0.00030219776
